Approved loan,Duration (in months),Age (diference in years between te bithday and date of disbursement),Number of family members ,Education Type,Number of years at the current address ,Current years at job,Credit Registry Information,Monthly Installment of the loan-Converted,Other installments of other loans-Converted,Monthly Income ,Loan classification,Locale currency,Euros,Gender_Male,Gender_Female,Marital Status_Married,Marital Status_Single,Marital Status_Widowed,Marital Status_Divorced,Marital Status_Seperated,Employment_Public sector,Employment_Privated sector,Employment_Administator,Employment_Self_emplyed,Employment_Unemplyed,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Rent,Residential Status_Others,Reference not from bank staff,Reference from bank staff,Reference_no information,Overdraft,Loan
26000.0,0.0,47.0,4.0,5.0,18.58,4.58,1.0,2000.0,0.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39000.0,0.0,47.0,3.0,4.0,33.83,3.16,3.0,3000.0,20000.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50000.0,0.0,45.0,4.0,5.0,14.41,3.5,1.0,5000.0,0.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
74000.0,0.0,54.0,4.0,4.0,12.5,3.83,3.0,5740.0,8900.0,60000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
75000.0,0.0,26.0,5.0,4.0,26.0,3.08,2.0,5750.0,8300.0,70000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52000.0,0.0,49.0,2.0,5.0,17.33,3.66,3.0,3000.0,0.0,50000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
250000.0,36.0,47.0,1.0,4.0,21.5,1.41,1.0,8000.0,0.0,35000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
128687.67,24.0,39.0,3.0,5.0,11.08,6.16,2.0,9036.0,0.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51000.0,0.0,52.0,3.0,4.0,27.83,12.83,3.0,3000.0,0.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
120000.0,0.0,58.0,1.0,4.0,16.75,4.75,2.0,12000.0,14000.0,45000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
90000.0,0.0,27.0,2.0,5.0,23.75,0.25,2.0,7500.0,0.0,57870.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60000.0,0.0,58.0,3.0,3.0,22.75,7.83,2.0,5000.0,0.0,30961.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
74800.0,0.0,33.0,5.0,4.0,8.75,3.83,3.0,5000.0,0.0,90398.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,24.0,55.0,2.0,4.0,27.66,10.5,1.0,4468.0,0.0,38627.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
215000.0,15.0,47.0,4.0,5.0,27.91,20.91,2.0,15000.0,0.0,90200.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35000.0,0.0,46.0,5.0,4.0,17.91,2.83,1.0,2000.0,0.0,60000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
130000.0,24.0,32.0,3.0,4.0,15.75,2.66,3.0,5814.0,0.0,40000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20000.0,0.0,31.0,4.0,3.0,6.16,2.58,2.0,2000.0,0.0,42000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
370000.0,36.0,52.0,3.0,4.0,30.0,6.0,3.0,8800.0,11400.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
80000.0,0.0,47.0,3.0,4.0,27.41,5.41,3.0,7500.0,0.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50000.0,0.0,32.0,4.0,5.0,7.91,3.91,2.0,5000.0,0.0,89000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
150000.0,24.0,27.0,2.0,4.0,26.16,3.16,2.0,6778.0,0.0,85000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
34000.0,0.0,39.0,1.0,4.0,38.5,3.16,2.0,3000.0,0.0,23809.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
180500.0,0.0,30.0,2.0,5.0,2.16,3.41,3.0,5000.0,25000.0,109000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,36.0,20.0,4.0,3.0,8.08,5.08,1.0,10079.0,1000.0,59500.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38000.0,0.0,44.0,3.0,4.0,18.83,3.16,2.0,7100.0,0.0,53000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,24.0,47.0,4.0,5.0,31.08,24.75,2.0,22000.0,3300.0,43510.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1000000.0,48.0,52.0,1.0,5.0,26.25,16.25,2.0,25000.0,1.0,110000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
120000.0,0.0,42.0,4.0,5.0,21.0,8.66,3.0,5000.0,18000.0,55000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
400000.0,36.0,28.0,2.0,5.0,14.33,4.58,1.0,12400.0,0.0,24320.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14000.0,0.0,46.0,3.0,4.0,16.41,4.66,1.0,5000.0,0.0,30000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31000.0,0.0,55.0,1.0,4.0,37.33,17.33,2.0,4310.0,0.0,28800.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
50000.0,0.0,36.0,4.0,5.0,27.25,4.25,4.0,14000.0,11000.0,107000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50000.0,0.0,50.0,4.0,5.0,1.83,1.83,2.0,5000.0,0.0,100000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56000.0,0.0,38.0,2.0,5.0,27.75,3.75,1.0,2000.0,0.0,50000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,36.0,53.0,3.0,4.0,17.83,6.83,2.0,13500.0,17000.0,83040.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
210000.0,15.0,41.0,4.0,5.0,18.41,19.41,2.0,15500.0,0.0,33000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
300000.0,24.0,52.0,4.0,4.0,17.66,4.41,2.0,13500.0,0.0,71300.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
500000.0,36.0,55.0,2.0,4.0,12.58,16.66,2.0,24000.0,13000.0,100000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
79000.0,0.0,58.0,3.0,4.0,7.58,2.5,3.0,5000.0,13770.0,75000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
120000.0,0.0,46.0,4.0,5.0,22.0,17.08,2.0,3000.0,0.0,50000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60000.0,0.0,34.0,5.0,4.0,17.91,4.91,3.0,5000.0,1000.0,90000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,20.0,33.0,4.0,4.0,15.16,9.33,2.0,8800.0,0.0,27400.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81000.0,0.0,53.0,2.0,5.0,26.16,15.25,2.0,17000.0,10000.0,112549.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
82000.0,0.0,46.0,4.0,4.0,7.91,10.91,3.0,4000.0,0.0,100000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,24.0,55.0,3.0,5.0,11.0,29.0,1.0,9036.0,0.0,45000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
930702.4,72.0,45.0,4.0,5.0,39.08,7.08,3.0,19446.0,0.0,42000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
70000.0,0.0,58.0,2.0,4.0,22.0,27.0,4.0,3700.0,9955.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
80000.0,0.0,56.0,2.0,4.0,17.66,10.66,3.0,8000.0,0.0,67000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1000000.0,48.0,52.0,1.0,5.0,14.75,1.0,2.0,25000.0,4400.0,58500.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40000.0,0.0,31.0,2.0,5.0,17.83,4.16,3.0,5600.0,0.0,64800.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,12.0,54.0,2.0,4.0,18.41,3.41,2.0,8953.0,0.0,60000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
44000.0,0.0,58.0,2.0,4.0,17.16,2.66,2.0,3000.0,0.0,97000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,20.0,54.0,7.0,4.0,17.58,2.83,3.0,10933.0,0.0,101500.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
70000.0,0.0,29.0,5.0,5.0,10.16,3.58,2.0,10000.0,0.0,50000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
400000.0,36.0,31.0,4.0,5.0,17.83,0.83,2.0,12700.0,0.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60000.0,0.0,37.0,1.0,4.0,36.5,4.66,2.0,5000.0,100.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
350000.0,36.0,51.0,3.0,5.0,9.91,17.83,2.0,10000.0,0.0,19428.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
700000.0,36.0,35.0,1.0,5.0,17.33,3.41,2.0,21700.0,0.0,82000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
210000.0,24.0,53.0,4.0,5.0,15.58,13.91,1.0,9300.0,0.0,20000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
500000.0,36.0,42.0,3.0,4.0,16.0,10.16,2.0,15877.0,0.0,25900.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
800000.0,48.0,27.0,4.0,4.0,26.83,1.5,3.0,17393.0,0.0,85000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
500000.0,36.0,46.0,1.0,5.0,16.41,2.41,2.0,15490.0,0.0,37061.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200000.0,24.0,42.0,4.0,4.0,17.08,4.0,1.0,9000.0,0.0,65000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
120000.0,12.0,57.0,1.0,4.0,23.08,8.0,3.0,10400.0,0.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
110000.0,0.0,55.0,3.0,4.0,11.91,32.08,3.0,3933.0,14000.0,35976.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
90000.0,0.0,43.0,3.0,4.0,7.75,3.08,2.0,7000.0,0.0,120000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
500000.0,30.0,42.0,4.0,4.0,41.33,8.33,3.0,18330.0,0.0,79099.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60000.0,0.0,32.0,3.0,4.0,17.66,3.66,2.0,10830.0,0.0,32300.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
300000.0,36.0,51.0,4.0,4.0,21.08,20.33,3.0,9000.0,0.0,60000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
120000.0,12.0,37.0,3.0,4.0,27.41,3.16,2.0,8550.0,12900.0,113080.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
95000.0,0.0,29.0,4.0,4.0,16.91,2.5,2.0,6108.0,8400.0,113000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26000.0,0.0,34.0,4.0,5.0,8.33,7.66,1.0,2500.0,0.0,26000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
100000.0,12.0,56.0,3.0,4.0,40.75,7.83,2.0,8600.0,0.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
106000.0,0.0,34.0,1.0,5.0,17.5,8.66,2.0,3000.0,23695.0,40525.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
400000.0,18.0,46.0,2.0,4.0,25.83,7.91,2.0,23300.0,0.0,84000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
86000.0,0.0,58.0,1.0,4.0,16.41,4.5,2.0,5000.0,0.0,41500.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
200000.0,24.0,29.0,1.0,5.0,16.41,6.41,1.0,9100.0,0.0,21000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
150000.0,24.0,32.0,3.0,4.0,25.58,4.25,3.0,6800.0,0.0,12400.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
500000.0,24.0,47.0,2.0,4.0,7.0,6.83,1.0,22000.0,0.0,125000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
150000.0,0.0,56.0,2.0,5.0,21.75,6.66,1.0,6000.0,0.0,53300.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
200000.0,21.0,37.0,2.0,5.0,3.33,2.58,2.0,10047.0,0.0,102000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
500000.0,36.0,29.0,1.0,5.0,6.66,2.0,2.0,15877.0,0.0,33689.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
200000.0,24.0,40.0,1.0,5.0,39.91,1.66,2.0,9037.0,0.0,49425.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
88500.0,0.0,57.0,5.0,4.0,31.83,10.83,2.0,5000.0,0.0,29500.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
120000.0,0.0,31.0,3.0,5.0,6.66,6.83,3.0,5000.0,0.0,51320.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
120000.0,0.0,28.0,1.0,5.0,2.91,3.25,1.0,10000.0,0.0,41700.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
60000.0,0.0,56.0,4.0,4.0,23.0,3.83,2.0,2000.0,0.0,55000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
80000.0,0.0,28.0,1.0,5.0,27.83,4.91,2.0,2800.0,0.0,27238.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25000.0,0.0,30.0,3.0,5.0,17.75,3.83,2.0,9000.0,9590.0,40000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
300000.0,36.0,49.0,5.0,4.0,18.41,10.58,2.0,9236.0,0.0,71837.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
84000.0,0.0,31.0,2.0,4.0,2.0,3.91,2.0,5840.0,0.0,28311.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
