Approved loan,Duration (in months),Currency,Age,Number of family members ,Number of years at the current address,Employment Type ,Current years at job,Credit Registry Information,Monthly Installment of the loan,Other installments of other loans,Monthly Income ,Reference,Other debitors/guarantors,Number of existing credits at the bank,Collateral Type_Residential,Collateral Type_Commercial,Collateral Type_Land,Collateral Type_Deposits pledge,Collateral Type_Others,Savings_ALL,Current account_ALL,M,F,Married,Single,Widowed,Divorced,Separated,University,College/High school,Secondary/Less than high school,Elementary,Residential Status_Owner,Residential Status_Co-owner,Residential Status_Live with parents,Residential Status_Others,Residential Status_Rent,Consumer loan,Furniture loan,Loan for car purchase,Mortgage loan,Education loan,Reconstruction loan,Holidays loan ,Medical loan,Loan for energy efficence,Loan classification
300000,24,0,52,3,20.16,6,10.16,2,13269.15,0,96689,2,0,2,0,0,0,0,0,0,676.18,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
400000,36,0,34,1,22.83,6,15.83,4,12350.83,9000,70000,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
770000,36,0,38,1,12.66,6,13,2,24363.48,0,91311,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,37,4,18.33,6,6.41,3,22185.37,10000,190160,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3500000,240,0,43,3,12.5,7,6.5,2,45502.75,0,143000,2,1,1,0,1,0,0,0,0,9619.8,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
192895.9,24,0,62,2,18.75,7,2.75,3,13548.13,0,99030,1,1,1,0,0,0,0,0,0,379.16,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,60,0,33,3,16.91,6,0.08,4,20396.96,9790,132173,1,1,2,0,0,0,0,0,0,89615.02,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200000,36,0,62,5,16.91,6,12,2,6248.83,32525,112091,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,52,1,27,6,18,2,8954.5,400,76400,2,0,1,0,0,0,0,0,0,110323.29,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3500000,240,0,42,2,4.5,6,0.41,4,24991.62,46300,150000,2,1,1,1,0,0,0,0,0,94.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270000,36,0,38,1,18.33,6,9.33,2,8336.92,0,45000,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,24,0,36,2,17.33,7,1,2,13404.58,0,88516,1,0,1,0,0,0,0,0,544.2864,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5300000,120,0,32,4,11.58,6,11.58,3,76747.06,60602,122841,1,1,1,1,0,0,0,0,0,240.05,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250000,36,0,62,3,29.25,7,12.25,2,7891.87,14600,89980,2,1,1,0,0,0,0,0,0,1414.96,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,60,0,31,3,17.25,6,7.25,2,14123.3,32500,86000,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
704438.89,240,0,26,1,20.83,7,6.08,2,3072.9,0,250000,1,1,1,1,0,0,0,0,0,600702.82,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
700000,60,0,32,1,21.58,6,6.58,2,17396.82,5000,43600,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
6000000,120,0,38,3,36.58,7,3.58,2,94340.19,0,215000,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1223874,60,0,33,2,32.83,6,1,3,30342.32,0,200000,1,1,1,1,0,0,0,0,0,209494.33,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5838720,240,1,43,3,2.25,6,7.5,1,283.53,0,148894,2,1,1,1,0,0,0,0,0,670644.3161,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
800000,36,0,29,2,11.58,6,10.75,2,24628.59,0,75770,2,0,2,0,0,0,0,0,1284717.88,515.09,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,84,0,33,1,19.16,6,3.41,2,15745.75,10000,50000,2,1,1,0,0,0,0,0,0,18445.44,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2189520,240,1,30,3,1.66,6,5.66,3,118.79,13500,139717,2,1,2,0,0,0,0,1,0,260015.481,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200000,24,0,24,3,7.41,6,3,2,8936.4,5050,135000,2,0,1,0,0,0,0,0,0,678.88,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2617680,180,2,38,1,7.75,6,17.5,2,211.9,1,80000,2,0,1,0,0,0,0,1,0,41203.8928,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1500000,60,0,34,1,33.91,6,7,2,29502.69,0,136000,1,1,1,0,0,0,0,0,0,1175626.92,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,18,0,48,3,34.58,7,24.58,3,59182.19,12015,201750,1,1,1,0,0,0,0,0,0,4650.75,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,12,0,52,4,19.41,6,24.83,3,34334.7,12300,116000,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,24,0,31,1,14.66,7,8.25,2,13540.84,0,70000,1,1,1,0,0,0,0,0,0,10083.03,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
700000,36,0,41,1,17.16,6,10.16,2,21673.66,33940,131000,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
873137.15,36,0,58,2,18.5,6,7.58,2,30832.34,30800,130000,1,1,2,0,0,0,0,1,0,63389.46,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,12,0,52,3,28.33,7,1.91,3,17194.89,0,72816,3,0,1,0,0,0,0,0,0,588.76,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
700000,48,0,23,1,17.75,7,1,2,17543.71,0,50000,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4764479.452,120,1,57,2,32.91,7,8.16,2,418.55,7715,347429,1,1,1,1,0,0,0,0,1546305.064,292432.1952,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
375000,84,0,37,1,8.08,7,6.08,2,6942.11,11000,65000,1,0,1,0,0,0,0,0,0,93.22,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
150000,24,0,41,4,14.91,7,2.41,2,6792.61,18000,74973,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
800000,60,0,53,3,19.33,6,9.75,2,16450.37,0,100000,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,36,0,35,1,29.5,6,9.58,2,7791.3,0,50867,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,6,0,58,2,41.5,6,7.66,2,16949.73,0,211700,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,24,0,31,2,5.33,6,1,1,22387.43,0,100000,2,1,1,0,0,0,0,0,0,14617.4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,36,0,45,4,38.83,7,3.41,2,9361.38,0,220000,1,1,3,0,0,0,0,0,0,42221.22,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4865600,84,1,49,4,1.41,7,11.75,3,577.93,0,119794,1,1,1,1,0,0,0,0,0,200157.5554,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,18,0,40,4,22.41,7,1.08,2,17605.48,0,69300,2,1,1,0,0,0,0,0,0,676.33,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2107258.517,240,1,56,5,5.66,7,17.66,4,158.59,0,120000,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1000000,60,0,31,2,16.91,6,1.58,2,20461.02,0,141790,1,1,1,0,0,0,0,0,0,5835.71,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,34,3,9.75,6,9.75,2,20163.19,0,120600,2,1,1,0,0,0,0,0,0,51345.26,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
553542.26,60,0,27,4,26.41,7,5.25,2,14935.78,0,145865,1,1,2,0,0,0,0,0,103.81,3334.98,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
450000,36,0,38,1,29.91,7,13.91,2,13894.68,0,84000,2,1,1,0,0,0,0,0,0,15062.55,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300000,24,0,56,1,26.16,7,28.5,2,13585.24,0,30000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,60,0,39,3,4.5,7,5.66,3,14507.73,0,87747,2,1,1,0,0,0,0,0,0,27655.71,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,60,0,33,6,16.75,6,9.66,3,14098.35,0,92406,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1702960,48,1,65,2,22,7,21,2,338.5,19600,300000,1,1,1,0,0,0,1,0,107.1576,18067.0149,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66820.64,3,0,46,1,20,7,10.91,2,33656.07,36800,374188,1,0,3,0,0,0,0,0,0,1779.89,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000,18,0,37,4,35.75,7,8.75,2,5869.81,3000,114000,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250000,36,0,33,5,32.58,6,10,2,7696.44,36000,130094,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2500000,108,0,41,2,17,6,10,2,39383.9,75640,211566,1,1,1,1,0,0,0,0,0,2402.5221,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200000,12,0,50,3,18,6,5.25,3,17194.89,1500,100000,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100000,12,0,56,2,14.5,6,6.5,2,8661.9,17400,67000,1,1,2,0,0,0,0,0,0,32090.2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1750000,48,0,28,5,6.75,6,1.66,1,41729.13,0,145256,2,1,2,0,0,1,0,0,12222.0549,111854.26,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
500000,48,0,60,1,18.83,6,4.66,2,12169.39,16600,62300,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
750000,36,0,49,4,20.33,6,20.33,2,22877.67,0,121747,2,0,2,0,0,0,1,0,73636.54,1112167.701,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
795608.1,60,0,50,4,20.25,6,21.25,2,17158.93,0,194029,1,0,1,0,0,0,1,0,1000005,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487534.06,36,0,62,4,11.83,6,35.91,2,15444.66,16098,165712,2,1,1,0,0,0,0,0,608.85,31091.95,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
700000,84,0,48,3,9.66,7,13.66,4,10929.82,0,75000,1,1,1,0,0,0,0,0,0,81.58,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
155000,18,0,45,1,33.75,6,16,2,9082.09,0,47349,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
310000,24,0,34,2,1.66,6,9,2,13851.4,31583,157000,1,1,2,0,0,0,0,0,0,36483.62,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
900000,36,0,41,1,10.91,6,8.25,3,27995.6,0,300485,3,1,2,0,0,0,0,0,0,75694.42,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1300000,84,0,55,3,23.75,7,10,2,19549.64,0,79000,1,1,2,0,0,0,0,1,611.2854,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,36,0,40,2,38.41,6,12.75,2,31106.22,0,51563,2,1,2,0,0,0,0,0,11206.4829,15174.9774,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
400000,36,0,28,1,4.25,6,3.66,2,12314.29,350,68700,2,1,1,0,0,0,0,0,0,377.29,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1985886.89,84,0,55,4,20.66,6,30.66,2,36721.88,0,73789,1,1,1,1,0,0,0,0,0,507.45,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
260000,15,0,52,3,15.33,6,31.33,2,17904.18,0,73500,3,0,1,0,0,0,0,0,5017,143061.7,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,46,3,11.25,6,11.25,2,15455.17,0,130000,2,1,2,0,0,0,0,0,0,46147.2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,39,1,12.33,7,9.33,2,9235.72,0,70532,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120000,24,0,41,3,29.25,7,10.16,2,5388.42,0,54220,2,0,1,0,0,0,0,0,0,518.83,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8332340,180,1,35,4,9.5,7,7.41,2,568.59,0,325000,1,1,1,1,0,0,0,0,0,147298.3314,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250000,24,0,51,4,15.58,6,21.58,2,11343.6,0,200000,2,1,1,0,0,0,0,0,0,276.13,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,24,0,40,2,9.5,6,7.41,2,6770.55,8233,74121,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1050000,36,0,36,1,13.66,6,13.66,2,32321.95,3000,103000,2,0,1,0,0,0,0,0,0,1409.67,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
700000,12,0,59,2,19.41,7,19.41,1,60182.16,0,250000,1,1,1,0,0,0,0,0,0,69400.04,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000000,60,0,44,2,28.33,6,12.66,2,20608.57,0,103600,1,1,1,0,0,0,0,0,0,26980.58,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3084201.52,156,0,41,1,40.66,7,3.33,2,40417.03,8333,79000,1,1,1,1,0,0,0,0,82.8036,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1011436.01,84,0,41,4,7.58,7,1.58,2,49655.1,0,72000,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
380000,30,0,39,3,14,6,13.33,3,13930.68,0,95690,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
150000,18,0,52,1,10.25,7,10.08,2,8877.34,0,126000,2,1,1,0,0,0,0,0,0,27272.39,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,45,3,16.5,6,19.5,2,12335.26,48000,84300,2,1,2,0,0,0,0,0,0,68659.3683,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000,48,0,42,4,18.66,7,9.66,2,23714.97,0,182000,2,1,1,0,0,0,0,0,0,90952.26,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
800000,36,0,54,2,27.08,6,35.08,2,24701.66,0,120000,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200000,36,0,39,2,6.91,6,12.41,2,6174.93,9264,100000,2,0,3,0,0,0,0,0,1632.9357,185.33,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4668641.728,180,1,41,3,5.33,7,5.66,2,368.63,34480,135070,1,1,2,1,0,0,0,0,0,7976.9859,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
900000,36,0,30,3,6.08,6,9.16,2,28010.59,0,135000,2,1,1,0,0,0,0,0,0,65460.46,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,36,0,34,4,18,6,10,2,31106.22,0,120000,2,1,1,0,0,0,0,0,16692.27,30217.32,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5729916.05,117,0,50,2,7.33,6,7.33,3,76288.29,0,185000,1,1,2,1,0,0,0,0,45874.8931,462.23,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600000,48,0,41,5,26.33,6,1.83,2,14548.41,16000,110918,1,1,1,0,0,0,0,0,0,749.91,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250000,36,0,55,1,12.16,7,11.33,2,7696.44,0,21400,1,0,1,0,0,0,0,0,532.42,40024.57,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
725000,60,0,54,5,16.33,6,14.58,4,14686.59,17147,50175,1,1,2,0,0,0,1,0,1021420.93,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,36,0,39,4,5.25,6,15.66,2,15398.02,10000,130000,2,1,1,0,0,0,0,0,0,164,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
300000,36,0,39,1,12.16,6,7.66,1,9235.72,0,75084,2,0,1,0,0,0,0,0,0,694.96,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200000,24,0,36,4,10.83,6,12.16,2,8951.37,450,155812,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000,60,0,51,4,3.33,8,20.41,2,25761.37,49000,200000,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
500000,36,0,46,3,26.41,6,17.58,2,15635.75,0,108622,2,1,2,0,0,0,0,0,0,1340.6877,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6598867.822,240,1,33,3,12.41,6,8.66,2,356.93,0,138357,2,1,1,1,0,0,0,0,0,2577.182,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4058179.224,240,1,36,1,4.33,7,2.33,1,230.01,0,80000,1,1,1,0,0,1,0,0,0,85.73,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1000000,60,0,60,4,11.58,6,8.5,3,19566.17,36960,278000,2,1,1,0,0,0,0,0,0,655711,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
310000,36,0,60,1,33.41,6,11.75,2,9570.72,0,37569,2,1,1,0,0,0,0,0,0,7952.41,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4110806.77,180,1,31,4,6.08,7,4.41,3,298.98,6600,123509,1,1,1,1,0,0,0,0,18.74,80,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
300000,36,0,36,2,6.33,6,10.58,2,9336.13,23499,63085,2,1,2,0,0,0,0,0,287.69,19094.86,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4987240,240,1,35,3,15.91,6,11.83,2,287.89,0,141016,1,1,3,1,0,0,0,0,0,36715.6414,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
387056.04,24,0,42,2,10.33,7,4.33,2,18795.76,0,129488,1,0,1,0,0,0,0,0,0,35395.13,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1200000,60,0,33,3,10.08,6,11.83,2,24062.88,0,110000,1,1,3,0,0,0,0,0,131161.49,19277.51,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
700000,40,0,35,1,8,6,11.33,3,19824.38,0,45226,2,1,2,0,0,0,0,0,507.28,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200000,24,0,57,4,17.08,6,6.08,2,9031.98,13000,77000,2,1,1,0,0,0,0,1,0,493.61,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600000,60,0,39,7,12.83,6,9.66,2,12308.85,0,102609,2,1,1,0,0,0,0,0,0,514.95,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3100000,120,0,50,4,14.25,6,5.08,2,39446.16,40000,100000,2,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300000,36,0,39,1,19.25,6,5.25,1,9302.48,0,65000,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000,60,0,42,5,40.41,7,7,3,21889.06,0,87000,2,1,1,0,0,0,0,0,0,10772.55,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
800000,36,0,62,3,1,6,35.33,2,24691.72,0,92480,2,1,1,0,0,0,0,0,0,13534.47,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
400000,36,0,49,1,39.25,7,21.25,2,12497.67,20975,55632,1,1,1,0,0,0,0,0,0,1018.64,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
400000,36,0,49,4,19.75,6,18.75,3,12627,466,100000,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150000,24,0,39,4,38.83,7,9.41,2,20550.68,20100,119948,1,1,2,0,0,0,0,1,0,1025.53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2423814.67,60,0,30,4,20,6,9,2,58917.95,0,286000,1,1,2,0,0,0,1,0,0,321262.22,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4900000,204,0,48,3,2.5,6,22.08,3,38764.71,0,97769,2,1,1,1,0,0,0,0,0,118958.63,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
500000,48,0,41,4,17.41,7,0.16,2,12162.88,0,69000,3,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
61611.82,24,0,52,2,36.66,6,0.16,3,9036.34,0,70000,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
621104.37,60,0,48,4,27,6,10.75,2,17803.11,4600,91100,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
150000,24,0,55,4,19.83,7,1.83,2,6770.41,0,81300,3,1,1,0,0,0,0,0,0,652.18,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
